*Vertices      1899
    431    429    3.0000
    431    454    3.0000
    431    475    1.0000
    431    483   10.0000
    431    495    1.0000
    431    538    2.0000
    431    544   12.0000
    431    561   44.0000
    431    566    1.0000
    431    595    2.0000
    431    605   77.0000
    431    617   42.0000
    431    626    2.0000
    431    627    1.0000
    431    697    6.0000
    431    727    8.0000
    431    738    1.0000
    431    773    1.0000
    431    823    2.0000
    431    840    1.0000
    431    853    1.0000
    431    859    4.0000
    431    969    3.0000
    431    975    2.0000
    431    983    2.0000
    431   1039    1.0000
    431   1091    1.0000
    431   1111    1.0000
    431   1117    2.0000
    431   1132    2.0000
    431   1190    3.0000
    431   1215    3.0000
    431   1231    2.0000
    431   1255    4.0000
    431   1295    4.0000
    431   1312    6.0000
    431   1316    2.0000
    431   1346    6.0000
    431   1395    2.0000
    431   1402    7.0000
    431   1431    3.0000
    431   1497    1.0000
    431   1579    4.0000
    431   1585    1.0000
    431   1587    1.0000
    431   1624    8.0000
    431   1644    6.0000
    431   1724    9.0000
    431   1731    1.0000
    431   1748    4.0000
    431   1762    2.0000
    431   1771    2.0000
    431   1796    2.0000
    431   1831    2.0000
    432      8    1.0000
    432    379    2.0000
    432   1587    1.0000
    433    434    1.0000
    434    433    1.0000
    435    281    1.0000
    435    308    1.0000
    437    325    1.0000
    437    372    4.0000
    437    625   10.0000
    437   1004    1.0000
    437   1033   11.0000
    437   1113    2.0000
    437   1158    1.0000
    438    319    1.0000
    438    687    2.0000
    438    714    2.0000
    438    878    2.0000
    438   1319    2.0000
    439    102    1.0000
    439    131    5.0000
    439    176    1.0000
    439    212   13.0000
    439    306    1.0000
    439    388    1.0000
    439    440    3.0000
    439    513    1.0000
    439    514    3.0000
    439    540    2.0000
    439    545    1.0000
    439    562    1.0000
    439    590    3.0000
    439    636    2.0000
    439    638    1.0000
    439    778    1.0000
    439    795    3.0000
    439    952    2.0000
    439   1019    4.0000
    439   1449    1.0000
    440    460    1.0000
    440    513    2.0000
    440    523    1.0000
    440    587    1.0000
    440    588    5.0000
    440    590    2.0000
    440    758    1.0000
    440    795    1.0000
    440   1097    3.0000
    440   1103    1.0000
    440   1131    3.0000
    440   1215    1.0000
    440   1244    1.0000
    440   1384    6.0000
    440   1540    1.0000
    441    368    1.0000
    441    442    3.0000
    442    143    1.0000
    442    144    1.0000
    442    635    1.0000
    442    654    1.0000
    442    753    1.0000
    442    852    1.0000
    442   1041    1.0000
    442   1184    3.0000
    442   1247    1.0000
    442   1565    1.0000
    443     19    1.0000
    443     29    1.0000
    443     32    3.0000
    443     42    2.0000
    443    341    1.0000
    443    400    1.0000
    443    520    2.0000
    443   1409    2.0000
    443   1543    2.0000
    445    199    2.0000
    445    283    5.0000
    445    296    2.0000
    445    614    1.0000
    447      6    4.0000
    447     34    2.0000
    447     48    3.0000
    447     51    2.0000
    447     95    7.0000
    447    103    4.0000
    447    119    7.0000
    447    124    5.0000
    447    172    1.0000
    447    224    1.0000
    447    249   15.0000
    447    254   11.0000
    447    325    8.0000
    447    368    2.0000
    447    372    2.0000
    447    395    3.0000
    447    398   10.0000
    447    400    3.0000
    447    423    1.0000
    447    456    1.0000
    447    612    1.0000
    447    704    1.0000
    447    719    1.0000
    447    733    2.0000
    447   1037    2.0000
    447   1064    1.0000
    447   1255    1.0000
    447   1283    1.0000
    447   1285    1.0000
    447   1526    2.0000
    447   1667    5.0000
    447   1866   19.0000
    448     52    1.0000
    448     59    1.0000
    448     69    1.0000
    448    194    1.0000
    448    244    9.0000
    448    254    1.0000
    448    272    2.0000
    448    297    4.0000
    448    299    1.0000
    448    314    1.0000
    448    352    1.0000
    448    365    2.0000
    448    371    1.0000
    448    372    1.0000
    448    375    1.0000
    448    392    3.0000
    448    402    2.0000
    448    454    6.0000
    448    495    1.0000
    448    513    4.0000
    448    561    2.0000
    448    569    3.0000
    448    587    1.0000
    448    601    1.0000
    448    626    1.0000
    448    711    1.0000
    448    712    3.0000
    448    784    1.0000
    448    809    1.0000
    448    815    1.0000
    448    817    4.0000
    448    823    3.0000
    448    831   11.0000
    448    835    3.0000
    448    840    4.0000
    448    967    1.0000
    448    969    1.0000
    448    971    4.0000
    448    973    3.0000
    448    987    1.0000
    449    124    1.0000
    449    132    1.0000
    449    263    1.0000
    449    266    1.0000
    449    289    3.0000
    449    302    1.0000
    449    422    1.0000
    449    456    2.0000
    449    498    2.0000
    449   1127    1.0000
    449   1520    1.0000
    451     32    2.0000
    451     67    1.0000
    453     32    1.0000
    453    264    1.0000
    453    516    2.0000
    454     62    1.0000
    454    181   17.0000
    454    242   11.0000
    454    249    1.0000
    454    263    1.0000
    454    289    2.0000
    454    308    2.0000
    454    338    6.0000
    454    363    4.0000
    454    368    2.0000
    454    372    8.0000
    454    448    4.0000
    454    456    1.0000
    454    467    2.0000
    454    482    1.0000
    454    496    1.0000
    454    509    9.0000
    454    510    1.0000
    454    514    1.0000
    454    546    4.0000
    454    673    1.0000
    454    725    1.0000
    454    733    1.0000
    454    770    2.0000
    454    777    2.0000
    454    778    1.0000
    454    797    1.0000
    454    830   17.0000
    454    940    2.0000
    454    942    4.0000
    454    950    7.0000
    454    992    3.0000
    454   1036    3.0000
    454   1043   74.0000
    454   1127    3.0000
    454   1185    1.0000
    454   1189    1.0000
    454   1269    4.0000
    454   1326    4.0000
    454   1340    5.0000
    454   1369    3.0000
    454   1668    6.0000
    454   1669    2.0000
    456     27    1.0000
    456    105    1.0000
    456    143    1.0000
    456    144    1.0000
    456    175    1.0000
    456    194    4.0000
    456    204    2.0000
    456    209    1.0000
    456    252    4.0000
    456    294    1.0000
    456    302    1.0000
    456    355    1.0000
    456    389    1.0000
    456    394    3.0000
    456    396    1.0000
    456    405    1.0000
    456    415    1.0000
    456    449    3.0000
    456    454    1.0000
    456    457    1.0000
    456    495    1.0000
    456    501    3.0000
    456    527    3.0000
    456    538    1.0000
    456    553    3.0000
    456    654    4.0000
    456    697    1.0000
    456   1097    1.0000
    456   1127    1.0000
    456   1132    7.0000
    456   1246    1.0000
    456   1313    1.0000
    456   1542    6.0000
    456   1624   11.0000
    456   1644    2.0000
    456   1789    1.0000
    457    456    1.0000
    460    172    2.0000
    460    289    1.0000
    460    321    1.0000
    460    359    3.0000
    460    368    1.0000
    460    372    4.0000
    460    542   13.0000
    460    546    3.0000
    460    586    2.0000
    460    608    3.0000
    460    714    2.0000
    460    934    6.0000
    460    939    1.0000
    460   1023    1.0000
    461    407    1.0000
    462     26    2.0000
    462     32    4.0000
    462    101    1.0000
    462    103   20.0000
    462    274    1.0000
    462    282    1.0000
    462    299    4.0000
    462    316    1.0000
    462    339    2.0000
    462    393   13.0000
    462    605    8.0000
    462    617    9.0000
    462    638    6.0000
    462    675    7.0000
    462    713    4.0000
    462    742    1.0000
    462    913    5.0000
    462    992    1.0000
    462   1255   10.0000
    462   1281    8.0000
    462   1299    1.0000
    462   1638    2.0000
    462   1646    1.0000
    462   1713    1.0000
    463     62    2.0000
    463     73    1.0000
    463     74    2.0000
    463     80    1.0000
    463    105    4.0000
    463    194    1.0000
    463    228    1.0000
    463    252    9.0000
    463    289    1.0000
    463    293    1.0000
    463    327    1.0000
    463    339    4.0000
    463    361    1.0000
    463    400    3.0000
    463    469   16.0000
    463    482    1.0000
    463    514    1.0000
    463    532    3.0000
    463    609    8.0000
    463    687    9.0000
    463    748    1.0000
    463    871    1.0000
    463   1004    3.0000
    463   1009    2.0000
    463   1010    3.0000
    463   1185    2.0000
    465     62    3.0000
    465    194    1.0000
    465    398   22.0000
    465    456   15.0000
    465    679    2.0000
    465   1013    1.0000
    466     51    1.0000
    466    372    2.0000
    466    392    2.0000
    467    389    1.0000
    468    272    2.0000
    468    277    3.0000
    468    300    1.0000
    468    329    1.0000
    468    475    4.0000
    468    502    2.0000
    468    537    1.0000
    468    594    4.0000
    468    617    1.0000
    468    830    2.0000
    468    914    1.0000
    468   1372    1.0000
    468   1420    1.0000
    468   1585    2.0000
    468   1647    2.0000
    468   1748    1.0000
    469     97    1.0000
    469    175    1.0000
    469    463   17.0000
    469    503    2.0000
    469    519    1.0000
    469    525    1.0000
    469    598    2.0000
    469    697    1.0000
    469    806    3.0000
    469   1181    3.0000
    469   1217    1.0000
    469   1629    3.0000
    469   1781    2.0000
    470    288    5.0000
    470    621    7.0000
    470    992    1.0000
    470   1260    1.0000
    470   1283    1.0000
    470   1509    1.0000
    472    263    3.0000
    473    372    4.0000
    473    620    2.0000
    473    687    1.0000
    473    708    1.0000
    473    771    2.0000
    473   1189    2.0000
    473   1217    1.0000
    474     32   13.0000
    474     42    6.0000
    474     48    1.0000
    474     67    1.0000
    474     74    7.0000
    474    105    4.0000
    474    124    3.0000
    474    163    4.0000
